Id	|	Name	|	Description	|	Power	|	Accuracy	|	PP	|	TypeId
679	|	Lunge	|	Inflicts regular damage.  Lowers the target's Attack by one stage.	|	80	|	100	|	15	|	7
680	|	Fire-Lash	|	Inflicts regular damage.  Lowers the target's Defense by one stage.	|	80	|	100	|	15	|	10
681	|	Power-Trip	|	Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×.	|	20	|	100	|	10	|	17
682	|	Burn-Up	|	Inflicts regular damage.  Removes the user's fire type after damage calculation.  If the user is not fire-type, this move will fail.	|	130	|	100	|	5	|	10
683	|	Speed-Swap	|	Exchanges the original Speed stats of the user and target.	|		|		|	10	|	14
684	|	Smart-Strike	|	Inflicts regular damage.  Ignores accuracy and evasion modifiers.	|	70	|		|	10	|	9
685	|	Purify	|	Cures the target of its major status ailment and heals the user for 50% of its max HP.  If the target has no major status ailment, this move will fail.	|		|		|	20	|	4
686	|	Revelation-Dance	|	Inflicts regular damage.  This move's type matches the user's first type, if any; otherwise, it's typeless.	|	90	|	100	|	15	|	1
687	|	Core-Enforcer	|	Inflicts regular damage.  If the target has already moved this turn, its ability is nullified.	|	100	|	100	|	10	|	16
688	|	Trop-Kick	|	Inflicts regular damage.  Lowers the target's Attack by one stage.	|	70	|	100	|	15	|	12
689	|	Instruct	|	The target immediately uses its most recently-used move.  This is independent of the target's normal action for the turn (i.e., it may end up moving twice), but otherwise functions as usual, including deduction of PP.  This effect works for disabled moves and ignores torment.	|		|		|	15	|	14
690	|	Beak-Blast	|	Begins charging at the start of the turn, then attacks as normal.  Any Pokémon that makes contact with the user while charging is burned.  The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move.	|	100	|	100	|	15	|	3
691	|	Clanging-Scales	|	Inflicts regular damage.  Lowers the user's Defense by one stage.	|	110	|	100	|	5	|	16
692	|	Dragon-Hammer	|	Inflicts regular damage.	|	90	|	100	|	15	|	16
693	|	Brutal-Swing	|	Inflicts regular damage.	|	60	|	100	|	20	|	17
694	|	Aurora-Veil	|	Places the Aurora Veil effect on the user's side of the field for the next 5 turns.  If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail.  Any regular damage dealt to an affected Pokémon is reduced by ½.  (If there are multiple Pokémon on the affected field, the reduction is ⅓.)	|		|		|	20	|	15
695	|	Sinister-Arrow-Raid	|	Inflicts regular damage.	|	180	|		|	1	|	8
696	|	Malicious-Moonsault	|	Inflicts regular damage.	|	180	|		|	1	|	17
697	|	Oceanic-Operetta	|	Inflicts regular damage.	|	195	|		|	1	|	11
698	|	Guardian-Of-Alola	|	Inflicts direct damage equal to ¾ of the target's remaining HP.	|		|		|	1	|	18
699	|	Soul-Stealing-7-Star-Strike	|	Inflicts regular damage.	|	195	|		|	1	|	8
700	|	Stoked-Sparksurfer	|	Inflicts regular damage.  Has a 100% chance to paralyze the target.	|	175	|		|	1	|	13
701	|	Pulverizing-Pancake	|	Inflicts regular damage.	|	210	|		|	1	|	1
702	|	Extreme-Evoboost	|	Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by two stages each.	|		|		|	1	|	1
703	|	Genesis-Supernova	|	Inflicts regular damage, then (if successful) changes the terrain to psychic terrain.	|	185	|		|	1	|	14
704	|	Shell-Trap	|	Inflicts regular damage.  If the user was not yet hit by an opponent's physical move this turn, this move will fail.	|	150	|	100	|	5	|	10
705	|	Fleur-Cannon	|	Inflicts regular damage, then lowers the user's Special Attack by two stages.	|	130	|	90	|	5	|	18
706	|	Psychic-Fangs	|	Destroys any light screen or reflect on the target's side of the field, then inflicts regular damage.	|	85	|	100	|	10	|	14
707	|	Stomping-Tantrum	|	Inflicts regular damage.  Power is doubled if the user's last move failed for any reason (i.e., produced the message "But it failed!") or was ineffective due to types.	|	75	|	100	|	10	|	5
708	|	Shadow-Bone	|	Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.	|	85	|	100	|	10	|	8
709	|	Accelerock	|	Inflicts regular damage.	|	40	|	100	|	20	|	6
710	|	Liquidation	|	Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.	|	85	|	100	|	10	|	11
711	|	Prismatic-Laser	|	Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn.	|	160	|	100	|	10	|	14
712	|	Spectral-Thief	|	Steals the target's stat increases, then inflicts regular damage.  Will not steal stat increases that would put any of the user's stats at more than +6; any excess is left on the target.  Stolen increases are affected by abilities as normal.	|	90	|	100	|	10	|	8
713	|	Sunsteel-Strike	|	Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise	|	100	|	100	|	5	|	9
714	|	Moongeist-Beam	|	Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise	|	100	|	100	|	5	|	8
715	|	Tearful-Look	|	Lowers the target's Attack and Special Attack by one stage each.	|		|		|	20	|	1
716	|	Zing-Zap	|	Inflicts regular damage.  Has a 30% chance to make the target flinch.	|	80	|	100	|	10	|	13
717	|	Natures-Madness	|	Inflicts typeless damage equal to half the target's remaining HP.	|		|	90	|	10	|	18
718	|	Multi-Attack	|	Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.  Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.	|	120	|	100	|	10	|	1
719	|	10-000-000-Volt-Thunderbolt	|	Inflicts regular damage.	|	195	|		|	1	|	13
720	|	Mind-Blown	|	Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.	|	150	|	100	|	5	|	10
721	|	Plasma-Fists	|	Inflicts regular damage.	|	100	|	100	|	15	|	13
722	|	Photon-Geyser	|	Inflicts regular damage.	|	100	|	100	|	5	|	14
723	|	Light-That-Burns-The-Sky	|	Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities.	|	200	|		|	1	|	14
724	|	Searing-Sunraze-Smash	|	Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise	|	200	|		|	1	|	9
725	|	Menacing-Moonraze-Maelstrom	|	Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise	|	200	|		|	1	|	8
726	|	Lets-Snuggle-Forever	|	After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize.	|	190	|		|	1	|	18
727	|	Splintered-Stormshards	|	Inflicts damage and removes any terrain present on the battlefield.	|	190	|		|	1	|	6
728	|	Clangorous-Soulblaze	|	Inflicts sound-based damage to all opposing Pokémon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user's stats are not raised if the move fails to damage any opposing Pokémon.	|	185	|		|	1	|	16
729	|	Zippy-Zap	|	Inflicts regular damage.	|	80	|	100	|	10	|	13
730	|	Splishy-Splash	|	Inflicts regular damage.	|	90	|	100	|	15	|	11
731	|	Floaty-Fall	|	Inflicts regular damage.	|	90	|	95	|	15	|	3
732	|	Pika-Papow	|	Inflicts regular damage.	|		|		|	20	|	13
733	|	Bouncy-Bubble	|	Inflicts regular damage.	|	60	|	100	|	20	|	11
734	|	Buzzy-Buzz	|	Inflicts regular damage.	|	60	|	100	|	20	|	13
735	|	Sizzly-Slide	|	Inflicts regular damage.	|	60	|	100	|	20	|	10
736	|	Glitzy-Glow	|	Inflicts regular damage.	|	80	|	95	|	15	|	14
737	|	Baddy-Bad	|	Inflicts regular damage.	|	80	|	95	|	15	|	17
738	|	Sappy-Seed	|	Inflicts regular damage.	|	100	|	90	|	10	|	12
739	|	Freezy-Frost	|	Inflicts regular damage.	|	100	|	90	|	10	|	15
740	|	Sparkly-Swirl	|	Inflicts regular damage.	|	120	|	85	|	5	|	18
741	|	Veevee-Volley	|	Inflicts regular damage.	|		|		|	20	|	1
742	|	Double-Iron-Bash	|	Inflicts regular damage.  Hits twice in one turn.	|	60	|	100	|	5	|	9
743	|	Max-Guard	|	No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.  If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.  lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.  thunder during rain dance and blizzard during hail have a 30% chance to break through this move.  The following effects are not prevented by this move:  * acupressure from an ally * curse's curse effect * Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn * feint, which will also end this move's protection after it hits * imprison * perish song * shadow force * Moves that merely copy the user, such as transform or psych up  This move cannot be selected by assist or metronome.	|		|		|	10	|	1
744	|	Dynamax-Cannon	|	Inflicts regular damage, then (if successful) sets light screen on the user's side of the field.	|	100	|	100	|	5	|	16
745	|	Snipe-Shot	|	Inflicts regular damage, then (if successful) sets reflect on the user's side of the field.	|	80	|	100	|	15	|	11
746	|	Jaw-Lock	|	Inflicts regular damage, then (if successful) sets leech seed on the target.	|	80	|	100	|	10	|	17
747	|	Stuff-Cheeks	|	Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user's party.	|		|		|	10	|	1
748	|	No-Retreat	|	Inflicts regular damage.  Hits twice in one turn, with a 100% chance to make the target flinch.	|		|		|	5	|	2
749	|	Tar-Shot	|	Inflicts regular damage.	|		|	100	|	15	|	6
750	|	Magic-Powder	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|		|	100	|	20	|	14
751	|	Dragon-Darts	|	Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.	|	50	|	100	|	10	|	16
752	|	Teatime	|	Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.	|		|		|	10	|	1
753	|	Octolock	|	Inflicts regular damage.	|		|	100	|	15	|	2
754	|	Bolt-Beak	|	Inflicts regular damage.  After the battle ends, the winner receives five times the user's level in extra money for each time this move was used.	|	85	|	100	|	10	|	13
755	|	Fishious-Rend	|	Inflicts regular damage.  Has a 10% chance to burn the target.	|	85	|	100	|	10	|	11
756	|	Court-Change	|	Inflicts regular damage.  Has a 10% chance to freeze the target.	|		|	100	|	10	|	1
757	|	Max-Flare	|	Inflicts regular damage.  Has a 10% chance to paralyze the target.	|	100	|		|	10	|	10
758	|	Max-Flutterby	|	Inflicts regular damage.	|	10	|		|	10	|	7
759	|	Max-Lightning	|	Inflicts regular damage.	|	10	|		|	10	|	13
760	|	Max-Strike	|	Inflicts damage equal to the target's max HP.  Ignores accuracy and evasion modifiers.  This move's accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.  Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.  The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.	|	10	|		|	10	|	1
761	|	Max-Knuckle	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.  User charges for one turn before attacking.  This move cannot be selected by sleep talk.	|	10	|		|	10	|	2
762	|	Max-Phantasm	|	Raises the user's Attack by two stages.	|	10	|		|	10	|	8
763	|	Max-Hailstorm	|	Inflicts regular damage.	|	10	|		|	10	|	15
764	|	Max-Ooze	|	Inflicts regular damage.  If the target is under the effect of bounce, fly, or sky drop, this move will hit with double power.	|	10	|		|	10	|	4
765	|	Max-Geyser	|	Inflicts regular damage.	|	10	|		|	10	|	11
766	|	Max-Airstream	|	Switches the target out for another of its trainer's Pokémon selected at random.  Wild battles end immediately.  Doesn't affect Pokémon with suction cups or under the effect of ingrain.	|	10	|		|	10	|	3
767	|	Max-Starfall	|	Inflicts regular damage.  User flies high into the air for one turn, becoming immune to attack, and hits on the second turn.  During the immune turn, gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind still hit the user normally.  gust and twister also have double power against the user.  The damage from hail and sandstorm still applies during the immune turn.  The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.  This move cannot be used while gravity is in effect.  This move cannot be selected by sleep talk.	|	10	|		|	10	|	18
768	|	Max-Wyrmwind	|	Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.	|	10	|		|	10	|	16
769	|	Max-Mindstorm	|	Inflicts regular damage.	|	10	|		|	10	|	14
770	|	Max-Rockfall	|	Inflicts regular damage.	|	10	|		|	10	|	6
771	|	Max-Quake	|	Inflicts regular damage.  Has a 30% chance to make the target flinch.  Power is doubled against Pokémon that have used minimize since entering the field.	|	10	|		|	10	|	5
772	|	Max-Darkness	|	Inflicts regular damage.  Hits twice in one turn.	|	10	|		|	10	|	17
773	|	Max-Overgrowth	|	Inflicts regular damage.	|	10	|		|	10	|	12
774	|	Max-Steelspike	|	Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.  This move cannot be used while gravity is in effect.	|	10	|		|	10	|	9
775	|	Clangorous-Soul	|	Inflicts regular damage.  Has a 30% chance to make the target flinch.	|		|	100	|	5	|	16
776	|	Body-Press	|	Lowers the target's accuracy by one stage.	|	80	|	100	|	10	|	2
777	|	Decorate	|	Inflicts regular damage.  Has a 30% chance to make the target flinch.	|		|		|	15	|	18
778	|	Drum-Beating	|	Inflicts regular damage.	|	80	|	100	|	10	|	12
779	|	Snap-Trap	|	Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.	|	35	|	100	|	15	|	12
780	|	Pyro-Ball	|	Inflicts damage equal to the target's max HP.  Ignores accuracy and evasion modifiers.  This move's accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.  Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.  The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.	|	120	|	90	|	5	|	10
781	|	Behemoth-Blade	|	Inflicts regular damage.	|	100	|	100	|	5	|	9
782	|	Behemoth-Bash	|	Inflicts regular damage.  Has a 30% chance to paralyze the target.	|	100	|	100	|	5	|	9
783	|	Aura-Wheel	|	Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.	|	110	|	100	|	10	|	13
784	|	Breaking-Swipe	|	Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.	|	60	|	100	|	15	|	16
785	|	Branch-Poke	|	Inflicts regular damage.  User is forced to attack with this move for 2–3 turns,selected at random.  After the last hit, the user becomes confused.  safeguard does not protect against the confusion from this move.	|	40	|	100	|	40	|	12
786	|	Overdrive	|	Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.	|	80	|	100	|	10	|	13
787	|	Apple-Acid	|	Lowers the target's Defense by one stage.	|	80	|	100	|	10	|	12
788	|	Grav-Apple	|	Inflicts regular damage.  Has a 30% chance to poison the target.	|	80	|	100	|	10	|	12
789	|	Spirit-Break	|	Inflicts regular damage.  Hits twice in the same turn.  Has a 20% chance to poison the target.	|	75	|	100	|	15	|	18
790	|	Strange-Steam	|	Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.	|	90	|	95	|	10	|	18
791	|	Life-Dew	|	Lowers the target's Defense by one stage.	|		|		|	10	|	11
792	|	Obstruct	|	Inflicts regular damage.  Has a 30% chance to make the target flinch.	|		|	100	|	10	|	17
793	|	False-Surrender	|	Lowers the target's Attack by one stage.	|	80	|		|	10	|	17
794	|	Meteor-Assault	|	Switches the target out for another of its trainer's Pokémon selected at random.  Wild battles end immediately.  Doesn't affect Pokémon with suction cups or under the effect of ingrain.	|	150	|	100	|	5	|	2
795	|	Eternabeam	|	Puts the target to sleep.	|	160	|	90	|	5	|	16
796	|	Steel-Beam	|	Confuses the target.	|	140	|	95	|	5	|	9
797	|	Expanding-Force	|	Inflicts exactly 20 damage.	|	80	|	100	|	10	|	14
798	|	Steel-Roller	|	Disables the target's last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the field.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed,  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail.	|	130	|	100	|	5	|	9
799	|	Scale-Shot	|	Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.	|	25	|	90	|	20	|	16
800	|	Meteor-Beam	|	Inflicts regular damage.  Has a 10% chance to burn the target.	|	120	|	90	|	10	|	6
801	|	Shell-Side-Arm	|	Inflicts regular damage.  Has a 10% chance to burn the target.	|	90	|	100	|	10	|	4
802	|	Misty-Explosion	|	Pokémon on the user's side of the field are immune to stat-lowering effects for five turns.  guard swap, heart swap, and power swap may still be used.  defog used by an opponent will end this effect.	|	100	|	100	|	5	|	18
803	|	Grassy-Glide	|	Inflicts regular damage.	|	55	|	100	|	20	|	12
804	|	Rising-Voltage	|	Inflicts regular damage.	|	70	|	100	|	20	|	13
805	|	Terrain-Pulse	|	Inflicts regular damage.  If the target is in the first turn of dive, this move will hit with double power.	|	50	|	100	|	10	|	1
806	|	Skitter-Smack	|	Inflicts regular damage.  Has a 10% chance to freeze the target.	|	70	|	90	|	10	|	7
807	|	Burning-Jealousy	|	Inflicts regular damage.  Has a 10% chance to freeze the target.  During hail, this move has 100% accuracy.  It also has a (100 - accuracy)% chance to break through the protection of protect and detect.	|	70	|	100	|	5	|	10
808	|	Lash-Out	|	Inflicts regular damage.  Has a 10% chance to confuse the target.	|	75	|	100	|	5	|	17
809	|	Poltergeist	|	Inflicts regular damage.  Has a 10% chance to lower the target's Speed by one stage.	|	110	|	90	|	5	|	8
810	|	Corrosive-Gas	|	Inflicts regular damage.  Has a 10% chance to lower the target's Attack by one stage.	|		|	100	|	40	|	4
811	|	Coaching	|	Inflicts regular damage.  User loses its next turn to "recharge", and cannot attack or switch out during that turn.	|		|		|	10	|	2
812	|	Flip-Turn	|	Inflicts regular damage.	|	60	|	100	|	20	|	11
813	|	Triple-Axel	|	Inflicts regular damage.	|	20	|	90	|	10	|	15
814	|	Dual-Wingbeat	|	Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.	|	40	|	90	|	10	|	3
815	|	Scorching-Sands	|	Inflicts regular damage.  Power increases with the target's weight in kilograms, to a maximum of 120.  Target's weight / Power --------------- / ----: Up to 10kg      /    20 Up to 25kg      /    40 Up to 50kg      /    60 Up to 100kg     /    80 Up to 200kg     /   100 Above 200kg     /   120 	|	70	|	100	|	10	|	5
816	|	Jungle-Healing	|	Targets the last opposing Pokémon to hit the user with a physical move this turn.  Inflicts twice the damage that move did to the user.  If there is no eligible target, this move will fail.  Type immunity applies, but other type effects are ignored.  This move cannot be copied by mirror move, nor selected by assist or metronome.	|		|		|	10	|	12
817	|	Wicked-Blow	|	Inflicts damage equal to the user's level.  Type immunity applies, but other type effects are ignored.	|	75	|	100	|	5	|	17
818	|	Surging-Strikes	|	Inflicts regular damage.	|	25	|	100	|	5	|	11
819	|	Thunder-Cage	|	Inflicts regular damage.  Drains half the damage inflicted to heal the user.	|	80	|	90	|	15	|	13
820	|	Dragon-Energy	|	Inflicts regular damage.  Drains half the damage inflicted to heal the user.	|	150	|	100	|	5	|	16
821	|	Freezing-Glare	|	Plants a seed on the target that drains 1/8 of its max HP at the end of every turn and heals the user for the amount taken.  Has no effect on grass Pokémon.  The seed remains until the target leaves the field.  The user takes damage instead of being healed if the target has liquid ooze.  rapid spin will remove this effect.  This effect is passed on by baton pass.	|	90	|	100	|	10	|	14
822	|	Fiery-Wrath	|	Raises the user's Attack and Special Attack by one stage each.  During sunny day, raises both stats by two stages.	|	90	|	100	|	10	|	17
823	|	Thunderous-Kick	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	90	|	100	|	10	|	2
824	|	Glacial-Lance	|	Inflicts regular damage.  User charges for one turn before attacking.  During sunny day, the charge turn is skipped.  During hail, rain dance, or sandstorm, power is halved.  This move cannot be selected by sleep talk.	|	120	|	100	|	5	|	15
825	|	Astral-Barrage	|	Poisons the target.	|	120	|	100	|	5	|	8
826	|	Eerie-Spell	|	Paralyzes the target.	|	80	|	100	|	5	|	14
827	|	Dire-Claw	|	Puts the target to sleep.	|	80	|	100	|	15	|	4
828	|	Psyshield-Bash	|	Inflicts regular damage.  User is forced to attack with this move for 2–3 turns,selected at random.  After the last hit, the user becomes confused.  safeguard does not protect against the confusion from this move.	|	70	|	90	|	10	|	14
829	|	Power-Shift	|	Lowers the target's Speed by two stages.	|	0	|		|	10	|	1
830	|	Stone-Axe	|	Inflicts exactly 40 damage.	|	65	|	90	|	15	|	6
831	|	Springtide-Storm	|	Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.	|	100	|	80	|	5	|	18
832	|	Mystical-Power	|	Inflicts regular damage.  Has a 10% chance to paralyze the target.	|	70	|	90	|	10	|	14
833	|	Raging-Fury	|	Inflicts regular damage.  Has a 10% chance to paralyze the target.	|	120	|	100	|	10	|	10
834	|	Wave-Crash	|	Paralyzes the target.	|	120	|	100	|	10	|	11
835	|	Chloroblast	|	Inflicts regular damage.  Has a 30% chance to paralyze the target.  During rain dance, this move has 100% accuracy.  It also has a (100 - accuracy)% chance to break through the protection of protect and detect.  During sunny day, this move has 50% accuracy.	|	150	|	95	|	5	|	12
836	|	Mountain-Gale	|	Inflicts regular damage.	|	100	|	85	|	10	|	15
837	|	Victory-Dance	|	Inflicts regular damage.  If the target is in the first turn of dig, this move will hit with double power.	|	0	|		|	10	|	2
838	|	Headlong-Rush	|	Inflicts damage equal to the target's max HP.  Ignores accuracy and evasion modifiers.  This move's accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.  Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.  The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.	|	120	|	100	|	5	|	5
839	|	Barb-Barrage	|	Inflicts regular damage.  User digs underground for one turn, becoming immune to attack, and hits on the second turn.  During the immune turn, earthquake, fissure, and magnitude still hit the user normally, and their power is doubled if appropriate.  The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.  This move cannot be selected by sleep talk.	|	60	|	100	|	10	|	4
840	|	Esper-Wing	|	Badly poisons the target.  Never misses when used by a poison-type Pokémon.	|	80	|	100	|	10	|	14
841	|	Bitter-Malice	|	Inflicts regular damage.  Has a 10% chance to confuse the target.	|	75	|	100	|	10	|	8
842	|	Shelter	|	Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.	|	0	|		|	10	|	9
843	|	Triple-Arrows	|	Puts the target to sleep.	|	90	|	100	|	10	|	2
844	|	Infernal-Parade	|	Raises the user's Attack by one stage.	|	60	|	100	|	15	|	8
845	|	Ceaseless-Edge	|	Raises the user's Speed by two stages.	|	65	|	90	|	15	|	17
846	|	Bleakwind-Storm	|	Inflicts regular damage.	|	100	|	80	|	10	|	3
847	|	Wildbolt-Storm	|	Inflicts regular damage.  Every time the user is hit after it uses this move but before its next action, its Attack raises by one stage.	|	100	|	80	|	10	|	13
848	|	Sandsear-Storm	|	Does nothing.  Wild battles end immediately.	|	100	|	80	|	10	|	5
849	|	Lunar-Blessing	|	Inflicts damage equal to the user's level.  Type immunity applies, but other type effects are ignored.	|	0	|		|	5	|	14
850	|	Take-Heart	|	This move is replaced by the target's last successfully used move, and its PP changes to 5.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed, or if the user already knows the targeted move, this move will fail.  This effect vanishes when the user leaves the field.  If chatter, metronome, mimic, sketch, or struggle is selected, this move will fail.  This move cannot be copied by mirror move, nor selected by assist or metronome, nor forced by encore.	|	0	|		|	10	|	14
851	|	Tera-Blast	|	Lowers the target's Defense by two stages.	|	80	|	100	|	10	|	1
852	|	Silk-Trap	|	Raises the user's evasion by one stage.	|	0	|		|	10	|	7
853	|	Axe-Kick	|	Heals the user for half its max HP.	|	120	|	90	|	10	|	2
854	|	Last-Respects	|	Raises the user's Defense by one stage.	|	50	|	100	|	10	|	8
855	|	Lumina-Crash	|	Raises the user's evasion by two stages.  stomp and steamroller have double power against Pokémon that have used this move since entering the field.	|	80	|	100	|	10	|	14
856	|	Order-Up	|	Lowers the target's accuracy by one stage.	|	80	|	100	|	10	|	16
857	|	Jet-Punch	|	Confuses the target.	|	60	|	100	|	15	|	11
858	|	Spicy-Extract	|	Raises the user's Defense by one stage.	|	0	|		|	15	|	12
859	|	Spin-Out	|	Raises user's Defense by one stage.  After this move is used, the power of ice ball and rollout are doubled until the user leaves the field.	|	100	|	100	|	5	|	9
860	|	Population-Bomb	|	Raises the user's Defense by two stages.	|	20	|	90	|	10	|	1
861	|	Ice-Spinner	|	Erects a barrier around the user's side of the field that reduces damage from special attacks by half for five turns.  In double battles, the reduction is 1/3.  Critical hits are not affected by the barrier.  If the user is holding light clay, the barrier lasts for eight turns.  brick break or defog used by an opponent will destroy the barrier.	|	80	|	100	|	15	|	15
862	|	Glaive-Rush	|	Removes stat, accuracy, and evasion modifiers from every Pokémon on the field.  This does not count as a stat reduction for the purposes of clear body or white smoke.	|	120	|	100	|	5	|	16
863	|	Revival-Blessing	|	Erects a barrier around the user's side of the field that reduces damage from physical attacks by half for five turns.  In double battles, the reduction is 1/3.  Critical hits are not affected by the barrier.  If the user is holding light clay, the barrier lasts for eight turns.  brick break or defog used by an opponent will destroy the barrier.	|	0	|		|	1	|	1
864	|	Salt-Cure	|	User's critical hit rate is two levels higher until it leaves the field.  If the user has already used focus energy since entering the field, this move will fail.  This effect is passed on by baton pass.	|	40	|	100	|	15	|	6
865	|	Triple-Dive	|	User waits for two turns.  On the second turn, the user inflicts twice the damage it accumulated on the last Pokémon to hit it.  Damage inflicted is typeless.  This move cannot be selected by sleep talk.	|	30	|	95	|	10	|	11
866	|	Mortal-Spin	|	Selects any move at random and uses it.  Moves the user already knows are not eligible.  Assist, meta, protection, and reflection moves are also not eligible; specifically, assist, chatter, copycat, counter, covet, destiny bond, detect, endure, feint, focus punch, follow me, helping hand, me first, metronome, mimic, mirror coat, mirror move, protect, quick guard, sketch, sleep talk, snatch, struggle, switcheroo, thief, trick, and wide guard will not be selected by this move.  This move cannot be copied by mimic or mirror move, nor selected by assist, metronome, or sleep talk.	|	30	|	100	|	15	|	4
