DexId	|	Name	|	Height	|	Weight	|	Catch_rate	|	Growth_rate	|	Gender_rate	|	Is_baby	|	Is_legendary	|	Is_mythic	|	HP	|	Atk	|	Def	|	SpAtk	|	SpDef	|	Spd	|	ImageId	|	PreviousStageId
489	|	Phione	|	4	|	31	|	30	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	80	|	80	|	80	|	80	|	80	|	80	|	489	|	
490	|	Manaphy	|	3	|	14	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	100	|	100	|	100	|	100	|	100	|	100	|	490	|	
491	|	Darkrai	|	15	|	505	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	70	|	90	|	90	|	135	|	90	|	125	|	491	|	
492	|	Shaymin	|	2	|	21	|	45	|	medium-slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	100	|	100	|	100	|	100	|	100	|	100	|	492	|	
493	|	Arceus	|	32	|	3200	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	120	|	120	|	120	|	120	|	120	|	120	|	493	|	
494	|	Victini	|	4	|	40	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	100	|	100	|	100	|	100	|	100	|	100	|	494	|	
495	|	Snivy	|	6	|	81	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	45	|	45	|	55	|	45	|	55	|	63	|	495	|	
496	|	Servine	|	8	|	160	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	60	|	60	|	75	|	60	|	75	|	83	|	496	|	495
497	|	Serperior	|	33	|	630	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	75	|	75	|	95	|	75	|	95	|	113	|	497	|	496
498	|	Tepig	|	5	|	99	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	65	|	63	|	45	|	45	|	45	|	45	|	498	|	
499	|	Pignite	|	10	|	555	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	90	|	93	|	55	|	70	|	55	|	55	|	499	|	498
500	|	Emboar	|	16	|	1500	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	110	|	123	|	65	|	100	|	65	|	65	|	500	|	499
501	|	Oshawott	|	5	|	59	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	55	|	55	|	45	|	63	|	45	|	45	|	501	|	
502	|	Dewott	|	8	|	245	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	75	|	75	|	60	|	83	|	60	|	60	|	502	|	501
503	|	Samurott	|	15	|	946	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	95	|	100	|	85	|	108	|	70	|	70	|	503	|	502
504	|	Patrat	|	5	|	116	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	55	|	39	|	35	|	39	|	42	|	504	|	
505	|	Watchog	|	11	|	270	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	85	|	69	|	60	|	69	|	77	|	505	|	504
506	|	Lillipup	|	4	|	41	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	60	|	45	|	25	|	45	|	55	|	506	|	
507	|	Herdier	|	9	|	147	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	80	|	65	|	35	|	65	|	60	|	507	|	506
508	|	Stoutland	|	12	|	610	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	110	|	90	|	45	|	90	|	80	|	508	|	507
509	|	Purrloin	|	4	|	101	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	41	|	50	|	37	|	50	|	37	|	66	|	509	|	
510	|	Liepard	|	11	|	375	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	64	|	88	|	50	|	88	|	50	|	106	|	510	|	509
511	|	Pansage	|	6	|	105	|	190	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	50	|	53	|	48	|	53	|	48	|	64	|	511	|	
512	|	Simisage	|	11	|	305	|	75	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	75	|	98	|	63	|	98	|	63	|	101	|	512	|	511
513	|	Pansear	|	6	|	110	|	190	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	50	|	53	|	48	|	53	|	48	|	64	|	513	|	
514	|	Simisear	|	10	|	280	|	75	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	75	|	98	|	63	|	98	|	63	|	101	|	514	|	513
515	|	Panpour	|	6	|	135	|	190	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	50	|	53	|	48	|	53	|	48	|	64	|	515	|	
516	|	Simipour	|	10	|	290	|	75	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	75	|	98	|	63	|	98	|	63	|	101	|	516	|	515
517	|	Munna	|	6	|	233	|	190	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	76	|	25	|	45	|	67	|	55	|	24	|	517	|	
518	|	Musharna	|	11	|	605	|	75	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	116	|	55	|	85	|	107	|	95	|	29	|	518	|	517
519	|	Pidove	|	3	|	21	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	55	|	50	|	36	|	30	|	43	|	519	|	
520	|	Tranquill	|	6	|	150	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	62	|	77	|	62	|	50	|	42	|	65	|	520	|	519
521	|	Unfezant	|	12	|	290	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	115	|	80	|	65	|	55	|	93	|	521	|	520
522	|	Blitzle	|	8	|	298	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	60	|	32	|	50	|	32	|	76	|	522	|	
523	|	Zebstrika	|	16	|	795	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	100	|	63	|	80	|	63	|	116	|	523	|	522
524	|	Roggenrola	|	4	|	180	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	75	|	85	|	25	|	25	|	15	|	524	|	
525	|	Boldore	|	9	|	1020	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	105	|	105	|	50	|	40	|	20	|	525	|	524
526	|	Gigalith	|	17	|	2600	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	135	|	130	|	60	|	80	|	25	|	526	|	525
527	|	Woobat	|	4	|	21	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	45	|	43	|	55	|	43	|	72	|	527	|	
528	|	Swoobat	|	9	|	105	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	67	|	57	|	55	|	77	|	55	|	114	|	528	|	527
529	|	Drilbur	|	3	|	85	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	85	|	40	|	30	|	45	|	68	|	529	|	
530	|	Excadrill	|	7	|	404	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	110	|	135	|	60	|	50	|	65	|	88	|	530	|	529
531	|	Audino	|	11	|	310	|	255	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	103	|	60	|	86	|	60	|	86	|	50	|	531	|	
532	|	Timburr	|	6	|	125	|	180	|	medium-slow	|	2	|	FALSE	|	FALSE	|	FALSE	|	75	|	80	|	55	|	25	|	35	|	35	|	532	|	
533	|	Gurdurr	|	12	|	400	|	90	|	medium-slow	|	2	|	FALSE	|	FALSE	|	FALSE	|	85	|	105	|	85	|	40	|	50	|	40	|	533	|	532
534	|	Conkeldurr	|	14	|	870	|	45	|	medium-slow	|	2	|	FALSE	|	FALSE	|	FALSE	|	105	|	140	|	95	|	55	|	65	|	45	|	534	|	533
535	|	Tympole	|	5	|	45	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	50	|	40	|	50	|	40	|	64	|	535	|	
536	|	Palpitoad	|	8	|	170	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	65	|	55	|	65	|	55	|	69	|	536	|	535
537	|	Seismitoad	|	15	|	620	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	105	|	95	|	75	|	85	|	75	|	74	|	537	|	536
538	|	Throh	|	13	|	555	|	45	|	medium	|	0	|	FALSE	|	FALSE	|	FALSE	|	120	|	100	|	85	|	30	|	85	|	45	|	538	|	
539	|	Sawk	|	14	|	510	|	45	|	medium	|	0	|	FALSE	|	FALSE	|	FALSE	|	75	|	125	|	75	|	30	|	75	|	85	|	539	|	
540	|	Sewaddle	|	3	|	25	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	53	|	70	|	40	|	60	|	42	|	540	|	
541	|	Swadloon	|	5	|	73	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	63	|	90	|	50	|	80	|	42	|	541	|	540
542	|	Leavanny	|	12	|	205	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	103	|	80	|	70	|	80	|	92	|	542	|	541
543	|	Venipede	|	4	|	53	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	30	|	45	|	59	|	30	|	39	|	57	|	543	|	
544	|	Whirlipede	|	12	|	585	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	55	|	99	|	40	|	79	|	47	|	544	|	543
545	|	Scolipede	|	25	|	2005	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	100	|	89	|	55	|	69	|	112	|	545	|	544
546	|	Cottonee	|	3	|	6	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	27	|	60	|	37	|	50	|	66	|	546	|	
547	|	Whimsicott	|	7	|	66	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	67	|	85	|	77	|	75	|	116	|	547	|	546
548	|	Petilil	|	5	|	66	|	190	|	medium	|	8	|	FALSE	|	FALSE	|	FALSE	|	45	|	35	|	50	|	70	|	50	|	30	|	548	|	
549	|	Lilligant	|	11	|	163	|	75	|	medium	|	8	|	FALSE	|	FALSE	|	FALSE	|	70	|	60	|	75	|	110	|	75	|	90	|	549	|	548
550	|	Basculin	|	10	|	180	|	25	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	92	|	65	|	80	|	55	|	98	|	550	|	
551	|	Sandile	|	7	|	152	|	180	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	72	|	35	|	35	|	35	|	65	|	551	|	
552	|	Krokorok	|	10	|	334	|	90	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	82	|	45	|	45	|	45	|	74	|	552	|	551
553	|	Krookodile	|	15	|	963	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	95	|	117	|	80	|	65	|	70	|	92	|	553	|	552
554	|	Darumaka	|	6	|	375	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	90	|	45	|	15	|	45	|	50	|	554	|	
555	|	Darmanitan	|	13	|	929	|	60	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	105	|	140	|	55	|	30	|	55	|	95	|	555	|	554
556	|	Maractus	|	10	|	280	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	86	|	67	|	106	|	67	|	60	|	556	|	
557	|	Dwebble	|	3	|	145	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	65	|	85	|	35	|	35	|	55	|	557	|	
558	|	Crustle	|	14	|	2000	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	105	|	125	|	65	|	75	|	45	|	558	|	557
559	|	Scraggy	|	6	|	118	|	180	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	75	|	70	|	35	|	70	|	48	|	559	|	
560	|	Scrafty	|	11	|	300	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	90	|	115	|	45	|	115	|	58	|	560	|	559
561	|	Sigilyph	|	14	|	140	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	72	|	58	|	80	|	103	|	80	|	97	|	561	|	
562	|	Yamask	|	5	|	15	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	38	|	30	|	85	|	55	|	65	|	30	|	562	|	
563	|	Cofagrigus	|	17	|	765	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	58	|	50	|	145	|	95	|	105	|	30	|	563	|	562
564	|	Tirtouga	|	7	|	165	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	54	|	78	|	103	|	53	|	45	|	22	|	564	|	
565	|	Carracosta	|	12	|	810	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	74	|	108	|	133	|	83	|	65	|	32	|	565	|	564
566	|	Archen	|	5	|	95	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	55	|	112	|	45	|	74	|	45	|	70	|	566	|	
567	|	Archeops	|	14	|	320	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	75	|	140	|	65	|	112	|	65	|	110	|	567	|	566
568	|	Trubbish	|	6	|	310	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	50	|	62	|	40	|	62	|	65	|	568	|	
569	|	Garbodor	|	19	|	1073	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	95	|	82	|	60	|	82	|	75	|	569	|	568
570	|	Zorua	|	7	|	125	|	75	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	40	|	65	|	40	|	80	|	40	|	65	|	570	|	
571	|	Zoroark	|	16	|	811	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	60	|	105	|	60	|	120	|	60	|	105	|	571	|	570
572	|	Minccino	|	4	|	58	|	255	|	fast	|	6	|	FALSE	|	FALSE	|	FALSE	|	55	|	50	|	40	|	40	|	40	|	75	|	572	|	
573	|	Cinccino	|	5	|	75	|	60	|	fast	|	6	|	FALSE	|	FALSE	|	FALSE	|	75	|	95	|	60	|	65	|	60	|	115	|	573	|	572
574	|	Gothita	|	4	|	58	|	200	|	medium-slow	|	6	|	FALSE	|	FALSE	|	FALSE	|	45	|	30	|	50	|	55	|	65	|	45	|	574	|	
575	|	Gothorita	|	7	|	180	|	100	|	medium-slow	|	6	|	FALSE	|	FALSE	|	FALSE	|	60	|	45	|	70	|	75	|	85	|	55	|	575	|	574
576	|	Gothitelle	|	15	|	440	|	50	|	medium-slow	|	6	|	FALSE	|	FALSE	|	FALSE	|	70	|	55	|	95	|	95	|	110	|	65	|	576	|	575
577	|	Solosis	|	3	|	10	|	200	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	30	|	40	|	105	|	50	|	20	|	577	|	
578	|	Duosion	|	6	|	80	|	100	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	40	|	50	|	125	|	60	|	30	|	578	|	577
579	|	Reuniclus	|	10	|	201	|	50	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	110	|	65	|	75	|	125	|	85	|	30	|	579	|	578
580	|	Ducklett	|	5	|	55	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	62	|	44	|	50	|	44	|	50	|	55	|	580	|	
581	|	Swanna	|	13	|	242	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	87	|	63	|	87	|	63	|	98	|	581	|	580
582	|	Vanillite	|	4	|	57	|	255	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	36	|	50	|	50	|	65	|	60	|	44	|	582	|	
583	|	Vanillish	|	11	|	410	|	120	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	51	|	65	|	65	|	80	|	75	|	59	|	583	|	582
584	|	Vanilluxe	|	13	|	575	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	71	|	95	|	85	|	110	|	95	|	79	|	584	|	583
585	|	Deerling	|	6	|	195	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	60	|	50	|	40	|	50	|	75	|	585	|	
586	|	Sawsbuck	|	19	|	925	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	100	|	70	|	60	|	70	|	95	|	586	|	585
587	|	Emolga	|	4	|	50	|	200	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	75	|	60	|	75	|	60	|	103	|	587	|	
588	|	Karrablast	|	5	|	59	|	200	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	75	|	45	|	40	|	45	|	60	|	588	|	
589	|	Escavalier	|	10	|	330	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	135	|	105	|	60	|	105	|	20	|	589	|	588
590	|	Foongus	|	2	|	10	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	69	|	55	|	45	|	55	|	55	|	15	|	590	|	
591	|	Amoonguss	|	6	|	105	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	114	|	85	|	70	|	85	|	80	|	30	|	591	|	590
592	|	Frillish	|	12	|	330	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	40	|	50	|	65	|	85	|	40	|	592	|	
593	|	Jellicent	|	22	|	1350	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	60	|	70	|	85	|	105	|	60	|	593	|	592
594	|	Alomomola	|	12	|	316	|	75	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	165	|	75	|	80	|	40	|	45	|	65	|	594	|	
595	|	Joltik	|	1	|	6	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	47	|	50	|	57	|	50	|	65	|	595	|	
596	|	Galvantula	|	8	|	143	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	77	|	60	|	97	|	60	|	108	|	596	|	595
597	|	Ferroseed	|	6	|	188	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	44	|	50	|	91	|	24	|	86	|	10	|	597	|	
598	|	Ferrothorn	|	10	|	1100	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	74	|	94	|	131	|	54	|	116	|	20	|	598	|	597
599	|	Klink	|	3	|	210	|	130	|	medium-slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	40	|	55	|	70	|	45	|	60	|	30	|	599	|	
600	|	Klang	|	6	|	510	|	60	|	medium-slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	60	|	80	|	95	|	70	|	85	|	50	|	600	|	599
601	|	Klinklang	|	6	|	810	|	30	|	medium-slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	60	|	100	|	115	|	70	|	85	|	90	|	601	|	600
602	|	Tynamo	|	2	|	3	|	190	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	35	|	55	|	40	|	45	|	40	|	60	|	602	|	
603	|	Eelektrik	|	12	|	220	|	60	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	85	|	70	|	75	|	70	|	40	|	603	|	602
604	|	Eelektross	|	21	|	805	|	30	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	115	|	80	|	105	|	80	|	50	|	604	|	603
605	|	Elgyem	|	5	|	90	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	55	|	55	|	85	|	55	|	30	|	605	|	
606	|	Beheeyem	|	10	|	345	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	75	|	75	|	125	|	95	|	40	|	606	|	605
607	|	Litwick	|	3	|	31	|	190	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	30	|	55	|	65	|	55	|	20	|	607	|	
608	|	Lampent	|	6	|	130	|	90	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	40	|	60	|	95	|	60	|	55	|	608	|	607
609	|	Chandelure	|	10	|	343	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	55	|	90	|	145	|	90	|	80	|	609	|	608
610	|	Axew	|	6	|	180	|	75	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	46	|	87	|	60	|	30	|	40	|	57	|	610	|	
611	|	Fraxure	|	10	|	360	|	60	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	66	|	117	|	70	|	40	|	50	|	67	|	611	|	610
612	|	Haxorus	|	18	|	1055	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	76	|	147	|	90	|	60	|	70	|	97	|	612	|	611
613	|	Cubchoo	|	5	|	85	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	70	|	40	|	60	|	40	|	40	|	613	|	
614	|	Beartic	|	26	|	2600	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	95	|	130	|	80	|	70	|	80	|	50	|	614	|	613
615	|	Cryogonal	|	11	|	1480	|	25	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	80	|	50	|	50	|	95	|	135	|	105	|	615	|	
616	|	Shelmet	|	4	|	77	|	200	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	40	|	85	|	40	|	65	|	25	|	616	|	
617	|	Accelgor	|	8	|	253	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	70	|	40	|	100	|	60	|	145	|	617	|	616
618	|	Stunfisk	|	7	|	110	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	109	|	66	|	84	|	81	|	99	|	32	|	618	|	
619	|	Mienfoo	|	9	|	200	|	180	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	85	|	50	|	55	|	50	|	65	|	619	|	
620	|	Mienshao	|	14	|	355	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	125	|	60	|	95	|	60	|	105	|	620	|	619
621	|	Druddigon	|	16	|	1390	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	77	|	120	|	90	|	60	|	90	|	48	|	621	|	
622	|	Golett	|	10	|	920	|	190	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	59	|	74	|	50	|	35	|	50	|	35	|	622	|	
623	|	Golurk	|	28	|	3300	|	90	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	89	|	124	|	80	|	55	|	80	|	55	|	623	|	622
624	|	Pawniard	|	5	|	102	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	85	|	70	|	40	|	40	|	60	|	624	|	
625	|	Bisharp	|	16	|	700	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	125	|	100	|	60	|	70	|	70	|	625	|	624
626	|	Bouffalant	|	16	|	946	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	95	|	110	|	95	|	40	|	95	|	55	|	626	|	
627	|	Rufflet	|	5	|	105	|	190	|	slow	|	0	|	FALSE	|	FALSE	|	FALSE	|	70	|	83	|	50	|	37	|	50	|	60	|	627	|	
628	|	Braviary	|	15	|	410	|	60	|	slow	|	0	|	FALSE	|	FALSE	|	FALSE	|	100	|	123	|	75	|	57	|	75	|	80	|	628	|	627
629	|	Vullaby	|	5	|	90	|	190	|	slow	|	8	|	FALSE	|	FALSE	|	FALSE	|	70	|	55	|	75	|	45	|	65	|	60	|	629	|	
630	|	Mandibuzz	|	12	|	395	|	60	|	slow	|	8	|	FALSE	|	FALSE	|	FALSE	|	110	|	65	|	105	|	55	|	95	|	80	|	630	|	629
631	|	Heatmor	|	14	|	580	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	97	|	66	|	105	|	66	|	65	|	631	|	
632	|	Durant	|	3	|	330	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	58	|	109	|	112	|	48	|	48	|	109	|	632	|	
633	|	Deino	|	8	|	173	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	52	|	65	|	50	|	45	|	50	|	38	|	633	|	
634	|	Zweilous	|	14	|	500	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	72	|	85	|	70	|	65	|	70	|	58	|	634	|	633
635	|	Hydreigon	|	18	|	1600	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	92	|	105	|	90	|	125	|	90	|	98	|	635	|	634
636	|	Larvesta	|	11	|	288	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	85	|	55	|	50	|	55	|	60	|	636	|	
637	|	Volcarona	|	16	|	460	|	15	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	60	|	65	|	135	|	105	|	100	|	637	|	636
638	|	Cobalion	|	21	|	2500	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	91	|	90	|	129	|	90	|	72	|	108	|	638	|	
639	|	Terrakion	|	19	|	2600	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	91	|	129	|	90	|	72	|	90	|	108	|	639	|	
640	|	Virizion	|	20	|	2000	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	91	|	90	|	72	|	90	|	129	|	108	|	640	|	
641	|	Tornadus	|	15	|	630	|	3	|	slow	|	0	|	FALSE	|	TRUE	|	FALSE	|	79	|	115	|	70	|	125	|	80	|	111	|	641	|	
642	|	Thundurus	|	15	|	610	|	3	|	slow	|	0	|	FALSE	|	TRUE	|	FALSE	|	79	|	115	|	70	|	125	|	80	|	111	|	642	|	
643	|	Reshiram	|	32	|	3300	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	100	|	120	|	100	|	150	|	120	|	90	|	643	|	
644	|	Zekrom	|	29	|	3450	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	100	|	150	|	120	|	120	|	100	|	90	|	644	|	
645	|	Landorus	|	15	|	680	|	3	|	slow	|	0	|	FALSE	|	TRUE	|	FALSE	|	89	|	125	|	90	|	115	|	80	|	101	|	645	|	
646	|	Kyurem	|	30	|	3250	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	125	|	130	|	90	|	130	|	90	|	95	|	646	|	
647	|	Keldeo	|	14	|	485	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	91	|	72	|	90	|	129	|	90	|	108	|	647	|	
648	|	Meloetta	|	6	|	65	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	100	|	77	|	77	|	128	|	128	|	90	|	648	|	
649	|	Genesect	|	15	|	825	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	71	|	120	|	95	|	120	|	95	|	99	|	649	|	
650	|	Chespin	|	4	|	90	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	56	|	61	|	65	|	48	|	45	|	38	|	650	|	
651	|	Quilladin	|	7	|	290	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	61	|	78	|	95	|	56	|	58	|	57	|	651	|	650
652	|	Chesnaught	|	16	|	900	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	88	|	107	|	122	|	74	|	75	|	64	|	652	|	651
